Sl.No.,Slide No,State,District,Slide Name,NH SH Location,Latitude,Longitude,Material Involved,Movement Type,History,latitude_valid,longitude_valid,latitude_missing,longitude_missing,latitude_invalid,longitude_invalid,missing_coordinates,coordinate_status,suspicious_coordinates,valid_coordinate_rows,state_missing,district_missing,state_district_status,material_missing,movement_type_missing,history_missing,event_date,event_date_start,event_date_end,event_time,date_status,date_precision,date_parse_notes,landslide,event_quality
27867,TN/NIL/58A15/2025/34,Tamil Nadu,Nilgiri,ONR-26,Near Nansach,11.3203,76.7985,Debris,Slide,16 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-16,2025-10-16,2025-10-16,,exact_date,day,Exact calendar date parsed from source text: 16 October 2025.,1,reliable
27868,TN/NIL/58A11/2025/35,Tamil Nadu,Nilgiri,ONR-27,Palaniyappa Estate road,11.2653,76.7448,Earth,Slide,16 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-16,2025-10-16,2025-10-16,,exact_date,day,Exact calendar date parsed from source text: 16 October 2025.,1,reliable
27869,TN/NIL/58A11/2025/36,Tamil Nadu,Nilgiri,ONR-28,Dickland lease,11.2774,76.6898,Debris,Slide,22 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-22,2025-10-22,2025-10-22,,exact_date,day,Exact calendar date parsed from source text: 22 October 2025.,1,reliable
27870,TN/NIL/58A11/2025/37,Tamil Nadu,Nilgiri,KUN-1,Ketchikatti to Mullimalai road,11.2617,76.6327,Earth,Slide,18 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-18,2025-10-18,2025-10-18,,exact_date,day,Exact calendar date parsed from source text: 18 October 2025.,1,reliable
27871,TN/NIL/58A15/2025/38,Tamil Nadu,Nilgiri,KUN-2,Onikandi to Coimbatore road,11.2659,76.6572,Earth,Slide,18 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-18,2025-10-18,2025-10-18,,exact_date,day,Exact calendar date parsed from source text: 18 October 2025.,1,reliable
27872,TN/NIL/58A11/2025/39,Tamil Nadu,Nilgiri,KUN-3,"Manjoor to Greddai road, near
Onikandi",11.2643,76.6583,Earth,Slide,19 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-19,2025-10-19,2025-10-19,,exact_date,day,Exact calendar date parsed from source text: 19 October 2025.,1,reliable
27873,TN/NIL/58A11/2025/40,Tamil Nadu,Nilgiri,KUN-4,"Primary Health Centre, Kundah
palam",11.2818,76.65,Earth,Slide,19 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-19,2025-10-19,2025-10-19,,exact_date,day,Exact calendar date parsed from source text: 19 October 2025.,1,reliable
27874,TN/NIL/58A11/2025/41,Tamil Nadu,Nilgiri,KUN-5,"Nagaraj,S/o.Raman house,
backside",11.3206,76.6903,Earth,Slide,14 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-14,2025-10-14,2025-10-14,,exact_date,day,Exact calendar date parsed from source text: 14 October 2025.,1,reliable
27875,TN/NIL/58A15/2025/42,Tamil Nadu,Nilgiri,KOT-11,Marvalla road,11.4723,76.8408,Debris,Slide,19 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-19,2025-10-19,2025-10-19,,exact_date,day,Exact calendar date parsed from source text: 19 October 2025.,1,reliable
27876,TN/NIL/58A15/2025/43,Tamil Nadu,Nilgiri,ONR-29,Coonoor to Udhagai road,11.3599,76.7814,Debris,Slide,22 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-22,2025-10-22,2025-10-22,,exact_date,day,Exact calendar date parsed from source text: 22 October 2025.,1,reliable
27877,TN/NIL/58A15/2025/44,Tamil Nadu,Nilgiri,ONR-30,Coonoor to Udhagai road,11.3606,76.7813,Earth,Slide,22 October 2025,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2025-10-22,2025-10-22,2025-10-22,,exact_date,day,Exact calendar date parsed from source text: 22 October 2025.,1,reliable
27878,TN/NILGIRIS/58A15/2026/01,Tamil Nadu,Nilgiri,TDK road Slide,TDK Road,11.344605,76.792407,Debris,Slide,01 January 2026,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2026-01-01,2026-01-01,2026-01-01,,exact_date,day,Exact calendar date parsed from source text: 01 January 2026.,1,reliable
27879,TN/NILGIRIS/58A15/2026/02,Tamil Nadu,Nilgiri,Model House Society Slide,Disencherry Road,11.346337,76.798923,Debris,Slide,01 January 2026,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2026-01-01,2026-01-01,2026-01-01,,exact_date,day,Exact calendar date parsed from source text: 01 January 2026.,1,reliable
27880,TN/NILGIRIS/58A15/2026/03,Tamil Nadu,Nilgiri,MGR Nagar,TDK Road,11.347369,76.789377,Debris,Slide,01 January 2026,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2026-01-01,2026-01-01,2026-01-01,,exact_date,day,Exact calendar date parsed from source text: 01 January 2026.,1,reliable
27881,TN/NILGIRIS/58A15/2026/04,Tamil Nadu,Nilgiri,TDK road Slide,TDK Road,11.349663,76.788382,Debris,Slide,01 January 2026,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2026-01-01,2026-01-01,2026-01-01,,exact_date,day,Exact calendar date parsed from source text: 01 January 2026.,1,reliable
27882,TN/NILGIRIS/58A15/2026/05,Tamil Nadu,Nilgiri,Riga Residency slide,TDK Road,11.352862,76.786387,Debris,Slide,01 January 2026,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2026-01-01,2026-01-01,2026-01-01,,exact_date,day,Exact calendar date parsed from source text: 01 January 2026.,1,reliable
27883,"Tamil
Nadu/THENI/58G/2/2014/01.",Tamil Nadu,Theni,Kollam-Theni NH-220 slide/01,"Kollam-Theni NH-220 between
Kumily and Cumbum",9.616,77.19,"Earth/soil with rock
fragments and trees",Soil slide,07 May 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2014-05-07,2014-05-07,2014-05-07,,exact_date,day,Exact calendar date parsed from source text: 07 May 2014.,1,reliable
27884,"Tamil
Nadu/THENI/58G/2/2014/02.",Tamil Nadu,Theni,Kollam-Theni NH-220 slide/02,"Kollam-Theni NH-220 between
Kumily and Cumbum",9.617,77.19,"Earth/soil with rock
fragments and trees",Flow,07 May 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2014-05-07,2014-05-07,2014-05-07,,exact_date,day,Exact calendar date parsed from source text: 07 May 2014.,1,reliable
27885,"Tamil
Nadu/Dindigul/58F/12/2014/01.",Tamil Nadu,Dindigul,"NNE of Mother Teresa Women
College/Slide 01","Near Mother Teresa Women
College",10.24138889,77.50508333,"Earth/soil with rock
fragments",Debris slide,22 August 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2014-08-22,2014-08-22,2014-08-22,,exact_date,day,Exact calendar date parsed from source text: 22 August 2014.,1,reliable
27886,"Tamil
Nadu/Dindigul/58F/12/2014/02.",Tamil Nadu,Dindigul,"Opposite of Mother Teresa Women
College",Indira Nagar,10.24097222,77.50466667,"Earth/soil with rock
fragments and trees",Planar,22 August 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2014-08-22,2014-08-22,2014-08-22,,exact_date,day,Exact calendar date parsed from source text: 22 August 2014.,1,reliable
27887,"Tamil
Nadu/Dindigul/58F/12/2014/03.",Tamil Nadu,Dindigul,Srinivasapuram colony/Slide 03,Srinivasapuran colony.,11.23847222,77.50402778,"Earth/soil with rock
fragments",Slide,22 August 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2014-08-22,2014-08-22,2014-08-22,,exact_date,day,Exact calendar date parsed from source text: 22 August 2014.,1,reliable
27888,"Tamil
Nadu/Dindigul/58F/12/2014/04.",Tamil Nadu,Dindigul,Srinivasapuram colony/Slide 04,Srinivasapuran colony.,11.23952778,77.50566667,"Earth/soil with rock
fragments",Slide,22 August 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2014-08-22,2014-08-22,2014-08-22,,exact_date,day,Exact calendar date parsed from source text: 22 August 2014.,1,reliable
27889,"Tamil
Nadu/Dindigul/58F/12/2014/04.",Tamil Nadu,Dindigul,Govt. School/Slide 05,SH 156,11.24402778,77.50066667,Earth,Slide,23 August 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2014-08-23,2014-08-23,2014-08-23,,exact_date,day,Exact calendar date parsed from source text: 23 August 2014.,1,reliable
27890,"Tamil
Nadu/THENI/58F/8/2014/01.",Tamil Nadu,Theni,Slide 01,"NH-49 Ext. between Mundal-
Munnar Road",10.022,77.265,"Overburden, soil and
trees",Slide,October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,month_only,month,Month and year parsed from source text without creating a false exact date: October 2014.,1,limited_date_precision
27891,"Tamil
Nadu/THENI/58F/8/2014/02.",Tamil Nadu,Theni,Slide 02,"NH-49 Ext. between Mundal-
Munnar Road",10.03,77.266,Soil and trees,Slide,October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,month_only,month,Month and year parsed from source text without creating a false exact date: October 2014.,1,limited_date_precision
27892,"Tamil
Nadu/THENI/58F/8/2014/03.",Tamil Nadu,Theni,Slide03,"NH-49 Ext. between Mundal-
Munnar Road",10.033,77.266,"Rock boulders, Soil,
trees",Fall,3rd week of October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,approximate_date,approximate,Approximate historical phrase detected; exact date was not assumed.,1,limited_date_precision
27893,"Tamil
Nadu/THENI/58F/8/2014/04.",Tamil Nadu,Theni,Slide/04,"NH-49 Ext. between Mundal-
Munnar Road",10.034,77.265,"Soil, Retaining wall",Slide,October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,month_only,month,Month and year parsed from source text without creating a false exact date: October 2014.,1,limited_date_precision
27894,"Tamil
Nadu/THENI/58F/8/2014/05.",Tamil Nadu,Theni,Slide/05.,"NH-49 Ext. between Mundal-
Munnar Road",10.038,77.273,Soil and debris.,Debris slide.,October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,month_only,month,Month and year parsed from source text without creating a false exact date: October 2014.,1,limited_date_precision
27895,"Tamil
Nadu/THENI/58F/8/2014/06.",Tamil Nadu,Theni,Slide/06,"NH-49 Ext. between Mundal-
Munnar Road",10.0368,77.2773,Debris,Slide,October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,month_only,month,Month and year parsed from source text without creating a false exact date: October 2014.,1,limited_date_precision
27896,"Tamil
Nadu/THENI/58F/8/2014/08.",Tamil Nadu,Theni,Slide/07,"NH-49 Ext. between Mundal-
Munnar Road",10.0375,77.2801,Debris,Slide,October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,month_only,month,Month and year parsed from source text without creating a false exact date: October 2014.,1,limited_date_precision
27897,"Tamil
Nadu/THENI/58F/8/2013/10.",Tamil Nadu,Theni,Near 16th km slide/10,"NH-49 Ext. between Mundal-
Munnar Road.",10.0467,77.3064,Dump fill material,Fall,October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,month_only,month,Month and year parsed from source text without creating a false exact date: October 2014.,1,limited_date_precision
27898,"Tamil
Nadu/THENI/58F/8/2014/12.",Tamil Nadu,Theni,Slide 12,"NH-49 Ext. between Mundal-
Munnar Road",10.0399,77.2908,"Boulders earth and
trees.",Fall,October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,month_only,month,Month and year parsed from source text without creating a false exact date: October 2014.,1,limited_date_precision
27899,"Tamil
Nadu/THENI/58F/8/2014/13.",Tamil Nadu,Theni,Slide 13,"NH-49 Ext. between Mundal-
Munnar Road",10.0387,77.2836,Soil/earth.,Slide,October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,month_only,month,Month and year parsed from source text without creating a false exact date: October 2014.,1,limited_date_precision
27900,"Tamil
Nadu/THENI/58F/8/2014/14.",Tamil Nadu,Theni,Slide 14,"NH-49 Ext. between Mundal-
Munnar Road",10.0362,77.2823,Overburden material,Slide,October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,month_only,month,Month and year parsed from source text without creating a false exact date: October 2014.,1,limited_date_precision
27901,"Tamil
Nadu/THENI/58F/8/2014/16.",Tamil Nadu,Theni,Slide 16,"NH-49 Ext. between Mundal-
Munnar Road",10.0349,77.2793,"Soil and weathered
rock.",Slide,October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,month_only,month,Month and year parsed from source text without creating a false exact date: October 2014.,1,limited_date_precision
27902,"Tamil
Nadu/THENI/58F/8/2014/07.",Tamil Nadu,Theni,Slide/06,"NH-49 Ext. between Mundal-
Munnar Road",10.0364,77.2779,"Soil and weathered
rock",Fall,"02 November 2013, October 2014",True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,,,,multiple_dates,multiple,Multiple date-like values were found; no exact date was selected to avoid fabricating information.,1,reliable
27903,"Tamil
Nadu/THENI/58F/8/2014/09.",Tamil Nadu,Theni,Slide/08,"NH-49 Ext. between Mundal-
Munnar Road, near HPB no. 2",10.0448,77.3038,"Rock fragment, soil.",Fall,October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,month_only,month,Month and year parsed from source text without creating a false exact date: October 2014.,1,limited_date_precision
27904,"Tamil
Nadu/THENI/58F/8/2014/11.",Tamil Nadu,Theni,Slide 11,"NH-49 Ext. between Mundal-
Munnar Road",10.0456,77.3024,"Boulders, soil.",Fall.,October 2014,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,2014-10,2014-10,,month_only,month,Month and year parsed from source text without creating a false exact date: October 2014.,1,limited_date_precision
27905,"Tamil
Nadu/THENI/58F/8/2014/15.",Tamil Nadu,Theni,Slide/15,"NH-49 Ext. between Mundal-
Munnar Road.",10.036,77.277,Debris flow,Flow,"02 November 2013, October 2014",True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,,,,,multiple_dates,multiple,Multiple date-like values were found; no exact date was selected to avoid fabricating information.,1,reliable
27906,"Tamil
Nadu/Dindigul/58F/11/2017/01.",Tamil Nadu,Dindigul,Near B.L.Shed/Slide 01,Near B.L.Shed,10.29675,77.55144444,"Earth/soil with rock
fragments and trees",Slide,02 September 2017,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2017-09-02,2017-09-02,2017-09-02,,exact_date,day,Exact calendar date parsed from source text: 02 September 2017.,1,reliable
27907,"Tamil
Nadu/Dindigul/58F/11/2017/02.",Tamil Nadu,Dindigul,Near B.L.Shed/Slide 02,Near B.L.Shed,10.29675,77.55144444,"Earth/soil with rock
fragments and trees",Slide,02 September 2017,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2017-09-02,2017-09-02,2017-09-02,,exact_date,day,Exact calendar date parsed from source text: 02 September 2017.,1,reliable
27908,"Tamil
Nadu/Dindigul/58F/11/2017/03.",Tamil Nadu,Dindigul,Pethuparai Pirivu slide 03,Pethuparai Pirivu,10.30719444,77.55527778,"Debris with rock
fragments",Slide,02 September 2017,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2017-09-02,2017-09-02,2017-09-02,,exact_date,day,Exact calendar date parsed from source text: 02 September 2017.,1,reliable
27909,"Tamil
Nadu/Dindigul/58F/11/2017/04.",Tamil Nadu,Dindigul,Pethuparai Pirivu slide 04,Near Pethuparai Pirivu,10.30777778,77.55672222,"Debris with rock
fragments",Rock toppling,02 September 2017,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2017-09-02,2017-09-02,2017-09-02,,exact_date,day,Exact calendar date parsed from source text: 02 September 2017.,1,reliable
27910,"Tamil
Nadu/Dindigul/58F/11/2017/05.",Tamil Nadu,Dindigul,Vadakavunchi slide 05,Near Vadakavunchi,10.31041667,77.56047222,"Earth/soil with rock
fragments",Slide,02 September 2017,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2017-09-02,2017-09-02,2017-09-02,,exact_date,day,Exact calendar date parsed from source text: 02 September 2017.,1,reliable
27911,"Tamil
Nadu/Dindigul/58F/11/2017/06.",Tamil Nadu,Dindigul,Vadakavunchi slide 06,Near Vadakavunchi,10.31061111,77.56072222,Rock with Boulders,Slide,02 September 2017,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2017-09-02,2017-09-02,2017-09-02,,exact_date,day,Exact calendar date parsed from source text: 02 September 2017.,1,reliable
27912,"Tamil
Nadu/Nilgiri/58A/15/2017/01.",Tamil Nadu,Nilgiri,Slide 01,NH-67,11.33736111,76.82255556,Earth/debris,Slide,12 September 2017,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2017-09-12,2017-09-12,2017-09-12,,exact_date,day,Exact calendar date parsed from source text: 12 September 2017.,1,reliable
27913,"Tamil
Nadu/Nilgiri/58A/11/2017/02.",Tamil Nadu,Nilgiri,Slide 02,Nundanamattam,11.35680278,76.69265833,Earth/debris,Slide,12 September 2017,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2017-09-12,2017-09-12,2017-09-12,,exact_date,day,Exact calendar date parsed from source text: 12 September 2017.,1,reliable
27914,"Tamil
Nadu/Nilgiri/58A/07/2017/03.",Tamil Nadu,Nilgiri,Slide 03,Kilenadugani,11.44088889,76.39384444,"Debris with rock
fragments",Slide,12 September 2017,True,True,False,False,False,False,False,valid,False,True,False,False,valid,False,False,False,2017-09-12,2017-09-12,2017-09-12,,exact_date,day,Exact calendar date parsed from source text: 12 September 2017.,1,reliable
